,Number,Latitude,Longitude,Address
23,24,50.12296,8.74257,"H2 MOBILITY Wasserstoff Station
DKV-Nr: 3493021
Hanauer Landstr. 334
DE-60314 Frankfurt a. M."
24,25,50.119698,8.744082,"ROTH Station
DKV-Nr: 3498038
Dieselstr. 25
DE-60314 Frankfurt am Main"
25,26,50.120176,8.744323,"TP24Automat
DKV-Nr: 0081401
Dieselstr. 25
DE-60314 Frankfurt am Main"
26,27,50.128949,8.624166,"ARAL Station
DKV-Nr: 0070601
Am Industriehof 11
DE-60487 Frankfurt am Main
Tel.: 069 776451"
27,28,50.114507,8.617154,"ESSO Station
Wiesbadener Straße Süd
DKV-Nr: 0003894
A 648
DE-60486 Frankfurt am Main
Tel.: 069 776366"
28,29,50.151601,8.662195,"ARAL Station
DKV-Nr: 3475611
Eschersheimer Landstr. 523
DE-60431 Frankfurt am Main
Tel.: 069 525947"
29,30,50.151888,8.662698,"OIL! Station
DKV-Nr: 0074054
Eschersheimer Landstr. 458
DE-60433 Frankfurt am Main
Tel.: 069 520234"
30,31,50.12151,8.749044,"ARAL Station
DKV-Nr: 3475166
Carl-Benz-Str. 10
DE-60386 Frankfurt am Main
Tel.: 069 6809040"
31,32,50.115649,8.612444,"ESSO Station
Wiesbadener Straße Nord
DKV-Nr: 0003218
A 648
DE-60486 Frankfurt am Main
Tel.: 069 78703758"
32,33,50.078116,8.63395,"ARAL Station
DKV-Nr: 0010407
Lyoner Str. 70
DE-60528 Frankfurt am Main
Tel.: 069 6661885"
33,34,50.131863,8.61984,"ESSO Station
DKV-Nr: 0003010
Ludwig-Landmann-Str. 339
DE-60488 Frankfurt am Main
Tel.: 069 786077"
34,35,50.084182,8.62449,"T Station
DKV-Nr: 0021085
Goldsteinstr. 221
DE-60528 Frankfurt am Main
Tel.: 069 6661285"
35,36,50.094369,8.752793,"ESSO Station
DKV-Nr: 0003105
Sprendlinger Landstr. 43
DE-63069 Offenbach am Main
Tel.: 069 83837332"
36,37,50.085183,8.745992,"OIL! Station
DKV-Nr: 0074025
Sprendlinger Landstr. 173
DE-63069 Offenbach am Main
Tel.: 069 83837077"
37,38,50.138488,8.744237,"JET Station
DKV-Nr: 0018180
Borsigallee 29
DE-60388 Frankfurt am Main
Tel.: 069 40143723"
38,39,50.100002,8.607429,"FREIE Station
DKV-Nr: 3498506
Mainzer Landstr. 529
DE-65933 Frankfurt"
39,40,50.139072,8.745471,"ROTH Station
DKV-Nr: 3498031
Borsigallee 31
DE-60388 Frankfurt am Main"
40,41,50.139076,8.745477,"TP24Automat
DKV-Nr: 0081402
Borsigallee 31
DE-60388 Frankfurt am Main"
41,42,50.099998,8.604811,"ARAL Station
DKV-Nr: 0070423
Mainzer Landstr. 545
DE-65933 Frankfurt am Main
Tel.: 069 394954"
42,43,50.05803,8.69538,"OMV Station
DKV-Nr: 0071519
Frankfurter Str. 6
DE-63263 Neu-Isenburg
Tel.: 0610239036"
43,44,50.0889928,8.7595796,"JET Station
DKV-Nr: 3418412
Odenwaldring 84
DE-63069 Offenbach am Main
Tel.: 069 83005883"
44,45,50.141328,8.6098,"ARAL Station
DKV-Nr: 0010868
Ludwig-Landmann-Str. 88
DE-60488 Frankfurt am Main
Tel.: 069 764309"
45,46,50.144319,8.752971,"FREIE Station
DKV-Nr: 0045205
Vilbeler Landstr. 96
DE-60388 Frankfurt am Main
Tel.: 06109 32340"
46,47,50.122907,8.596002,"CALPAM Station
DKV-Nr: 0047024
Westerbacher Str. 60
DE-60489 Frankfurt am Main
Tel.: 069 788400"
47,48,50.087503,8.763603,"PROFI GETRÄNKEMARKT Station
DKV-Nr: 3499535
Senefelderstr. 170
DE-63069 Offenbach am Main"
48,49,50.146973,8.612171,"TotalEnergies Station
DKV-Nr: 0051005
Heerstr. 78
DE-60488 Frankfurt am Main
Tel.: 069 762965"
49,50,50.134722,8.599444,"METRO C&C Station
DKV-Nr: 0018272
Gürickestr 8
DE-60488 Frankfurt am Main
Tel.: 069 394807"
50,51,50.165058,8.724285,"TotalEnergies Station
DKV-Nr: 0051182
Alte Frankfurter Str. 92
DE-61118 Bad Vilbel
Tel.: 06101 85770"
51,52,50.156099,8.746051,"HEM Station
DKV-Nr: 0058325
Vilbeler Landstr. 237 - 239
DE-60388 Frankfurt am Main
Tel.: 06109 248473"
52,53,50.157412,8.744549,"AGIP Station
DKV-Nr: 0006328
Vilbeler Landstr. 248
DE-60388 Frankfurt am Main
Tel.: 06109 27602762"
53,54,50.086711,8.770276,"ARAL Station
DKV-Nr: 0010880
Waldstr. 215
DE-63071 Offenbach am Main
Tel.: 069 83071423"
54,55,50.047949,8.697503,"ARAL Station
DKV-Nr: 3470058
Friedhofstr. 11
DE-63263 Neu-Isenburg
Tel.: 06102 39307"
55,56,50.06022,8.743766,"ESSO Station
DKV-Nr: 0003938
Am Forsthaus Gravenbruch 1
DE-63263 Neu-Isenburg
Tel.: 06102 52137"
56,57,50.084291,8.77364,"CALPAM Station
DKV-Nr: 0047025
Waldstr. 268
DE-63071 Offenbach am Main
Tel.: 069 9854320"
57,58,50.08278,8.77511,"OMV Station
DKV-Nr: 0071547
Waldstr. 255
DE-63071 Offenbach am Main
Tel.: 06983071274"
58,59,50.083554,8.588408,"ESSO Station
DKV-Nr: 0003383
Rheinlandstr. 45
DE-60529 Frankfurt am Main
Tel.: 069 355618"
59,60,50.105607,8.785994,"HESSOL Station
DKV-Nr: 3470065
Mühlheimer Str. 113
DE-63075 Offenbach am Main
Tel.: 069 86781191"
60,61,50.099813,8.784894,"ESSO Station
DKV-Nr: 0003236
Bieberer Str. 172
DE-63071 Offenbach
Tel.: 069 853170"
61,62,50.123787,8.579357,"SHELL Station
DKV-Nr: 0004450
Westerbachstr. 204
DE-65936 Frankfurt am Main
Tel.: 069 341298"
62,63,50.0991692,8.7857084,"ARAL Station
DKV-Nr: 0010673
Bieberer Str. 157
DE-63071 Offenbach am Main
Tel.: 069 85703117"
63,64,50.15547,8.601303,"SHELL Station
Taunusblick
DKV-Nr: 0004225
A 5
DE-65760 Eschborn
Tel.: 069 742299810"
64,65,50.122958,8.789776,"BFT Station
DKV-Nr: 0097997
Rumpenheimer Str. 79
DE-63075 Offenbach am Main
Tel.: 06986 781128"
65,66,50.096413,8.792303,"JET Station
DKV-Nr: 3418156
Bieberer Str. 255
DE-63071 Offenbach am Main
Tel.: 069 851455"
66,67,50.142885,8.579936,"GLOBUS Automatenstation
DKV-Nr: 0040135
Ginnheimer Str. 18
DE-65767 Eschborn"
67,68,50.18326,8.659621,"ARAL Station
DKV-Nr: 0010059
Oberer Kalbacher Weg 35
DE-60437 Frankfurt am Main
Tel.: 069 95059127"
68,69,50.034585,8.694745,"ARAL Station
DKV-Nr: 0010276
Kurt-Schumacher-Ring 182
DE-63303 Dreieich
Tel.: 06103 373437"
69,70,50.111786,8.802533,"SHELL Station
DKV-Nr: 3404611
Mühlheimer Str. 333
DE-63075 Offenbach am Main
Tel.: 069 869494"
70,71,50.091787,8.801068,"T Station
DKV-Nr: 0045507
Aschaffenburger Str. 96
DE-63073 Offenbach am Main
Tel.: 069 891179"
71,72,50.057686,8.587055,"ESSO Station
DKV-Nr: 0003884
Unterschweinstiege 2
DE-60549 Frankfurt am Main
Tel.: 069 693333"
72,73,50.037441,8.624648,"SHELL Station
DKV-Nr: 3404628
B 44
DE-63263 Neu-Isenburg
Tel.: 069 692955"
73,74,50.036942,8.625126,"AVIA Station
DKV-Nr: 0034032
An der B44
DE-63263 Neu-Isenburg
Tel.: 0661 83910"
74,75,50.110881,8.551896,"BFT Station
DKV-Nr: 3499567
Kurmainzer Str. 65
DE-65936 Frankfurt
Tel.: 069 307530"
75,76,50.180456,8.605365,"ARAL Station
DKV-Nr: 0070097
Frankfurter Landstr. 200
DE-61440 Oberursel
Tel.: 06171 73993"
76,77,50.196404,8.666915,"TotalEnergies Station
DKV-Nr: 0051331
An der Bornhohl 56
DE-60437 Frankfurt am Main
Tel.: 069 5071584"
77,78,50.058709,8.788912,"ARAL Station
DKV-Nr: 3470042
Isenburger Str. 20
DE-63150 Heusenstamm
Tel.: 06104 5123"
78,79,50.194636,8.648901,"TP24Automat
DKV-Nr: 3481008
Josef-Eicher-Str. 8
DE-60437 Frankfurt
Tel.: 00800 31761700"
79,80,50.194725,8.649019,"RHV Station
DKV-Nr: 0099931
Josef Eicher Str. 8
DE-60437 Frankfurt am Main
Tel.: 06659 96440"
80,81,50.194061,8.724318,"HESSOL Station
DKV-Nr: 3475615
Zeppelinstr. 9 - 11
DE-61118 Bad Vilbel"
81,82,50.171167,8.58286,"FREIE Station
DKV-Nr: 3498969
Industriestr. 2
DE-61449 Steinbach
Tel.: 06171 50770"
82,83,50.120296,8.817928,"JET Station
DKV-Nr: 3418442
Offenbacher Str. 109
DE-63165 Mühlheim
Tel.: 06108 795373"
83,84,50.146041,8.8074199,"SHELL Station
DKV-Nr: 0004400
Am Kreuzstein 75
DE-63477 Maintal
Tel.: 06109 63260"
84,85,50.190301,8.742403,"ARAL Station
DKV-Nr: 0070785
Friedberger Str. 89
DE-61118 Bad Vilbel
Tel.: 06101 307498"
85,86,50.147729,8.80794,"AGIP Station
DKV-Nr: 0006326
Am Kreuzstein 55
DE-63477 Maintal
Tel.: 06109 61637"
86,87,50.1196489,8.5438648,"ARAL Station
Frankfurt Nord
DKV-Nr: 0070842
A 66
DE-65929 Frankfurt am Main
Tel.: 069 30852981"
87,88,50.0584066,8.7944615,"AGIP Station
DKV-Nr: 0006339
Frankfurter Str. 110
DE-63150 Heusenstamm
Tel.: 06104 61820"
88,89,50.164688,8.570847,"ESSO Station
DKV-Nr: 0003013
Eschborner Str. 34
DE-61449 Steinbach
Tel.: 06171 72716"
89,90,50.118094,8.541719,"ARAL Station
Frankfurt Süd
DKV-Nr: 0070847
A 66
DE-65929 Frankfurt am Main
Tel.: 069 30850810"
90,91,50.018944,8.672681,"TotalEnergies Station
DKV-Nr: 0045016
Eisenbahnstr. 210
DE-63303 Dreieich
Tel.: 06103 697906"
91,92,50.119666,8.825336,"AGIP Station
DKV-Nr: 0006343
Friedensstr. 104
DE-63165 Mühlheim
Tel.: 06108 72806"
92,93,50.080291,8.545083,"AGIP Station
DKV-Nr: 0006524
Industriepark Hoechst Tor Süd K525
DE-65929 Frankfurt am Main
Tel.: 069 30092826"
93,94,50.112484,8.536892,"ESSO Station
DKV-Nr: 0003700
Königsteiner Str. 144
DE-65929 Frankfurt am Main
Tel.: 069 315483"
94,95,50.0133293,8.6923889,"ARAL Station
DKV-Nr: 0010413
Darmstaedter Str. 43
DE-63303 Dreieich
Tel.: 06103 65671"
95,96,50.047849,8.800231,"SB Station am Supermarkt
DKV-Nr: 0049211
Werner-von-Siemens-Str. 2
DE-63150 Heusenstamm"
96,97,50.0490563,8.561337,"SHELL Station
DKV-Nr: 0004081
Airportring
DE-60549 Frankfurt am Main"
97,98,50.210581,8.65715,"HESSOL Station
DKV-Nr: 3475209
Ober-Eschbacher Str. 142
DE-61352 Bad Homburg"
98,99,50.2109,8.65731,"H2 MOBILITY Wasserstoff Station
DKV-Nr: 3493002
Ober-Eschbacher Str. 142
DE-61352 Bad Homburg"
99,100,50.120272,8.523803,"JET Station
DKV-Nr: 0018251
Am Main-Taunus-Zentrum
DE-65843 Sulzbach
Tel.: 069 319502"
100,101,50.008739,8.689408,"TotalEnergies Station
DKV-Nr: 0051167
Darmstädter Str. 92
DE-63303 Dreieich
Tel.: 06103 697050"
101,102,50.11051,8.842363,"CALPAM Station
DKV-Nr: 0047014
Lämmerspieler Str. 103
DE-63165 Mühlheim
Tel.: 06108 77599"
102,103,50.066017,8.53731,"ACCESS Station
DKV-Nr: 0051368
Rossertstr. 2
DE-65451 Kelsterbach
Tel.: 06107 3013911"
103,104,50.124557,8.842186,"CLASSIC Station
DKV-Nr: 0082070
Dietesheimer Str. 74
DE-63165 Mühlheim
Tel.: 06108 77014"
104,105,50.02985,8.787265,"ESSO Station
DKV-Nr: 0003844
Hauptstr. 7
DE-63128 Dietzenbach
Tel.: 06074 31124"
105,106,50.199502,8.59244,"BFT Station
DKV-Nr: 0050401
Homburger Landstr. 36
DE-61440 Oberursel
Tel.: 06171 3720"
106,107,50.208438,8.615238,"ARAL Station
Bad Homburg Süd
DKV-Nr: 0070979
A 661
DE-61352 Bad Homburg vor der Höhe
Tel.: 06172 690835"
107,108,50.208853,8.616707,"ARAL Station
Bad Homburg Nord
DKV-Nr: 0070978
A 661
DE-61352 Bad Homburg vor der Höhe
Tel.: 06172 903410"
108,109,50.062532,8.829886,"ARAL Station
DKV-Nr: 3470101
Im Birkengrund 5
DE-63179 Obertshausen
Tel.: 06104 4052680"
109,110,50.137741,8.5193468,"TotalEnergies Station
DKV-Nr: 0045045
Hauptstr. 103
DE-65843 Sulzbach
Tel.: 06196 71144"
110,111,50.1546452,8.5267097,"SHELL Station
DKV-Nr: 0004668
Westring 1 A
DE-65824 Schwalbach
Tel.: 06196 85186"
111,112,50.132271,8.849927,"ARAL Station
DKV-Nr: 3475620
Kennedystr. 2 b
DE-63477 Maintal
Tel.: 06181 441748"
112,113,50.086818,8.513916,"SHELL Station
DKV-Nr: 3404416
Hoechster Farbenstr. 5
DE-65931 Frankfurt
Tel.: 069 372900"
113,114,50.084439,8.513997,"ESSO Station
DKV-Nr: 0003971
Hoechster Farbenstr. 2
DE-65931 Frankfurt am Main
Tel.: 069 370010"
114,115,50.068293,8.845904,"ESSO Station
DKV-Nr: 0003770
Heusenstammer Str. 43
DE-63179 Obertshausen
Tel.: 06104 41810"
115,116,50.225336,8.677301,"ARAL Station
DKV-Nr: 3475617
Kleine Brückenstr. 34
DE-61352 Bad Homburg
Tel.: 06172 1854076"
116,117,49.998133,8.651631,"ARAL Station
DKV-Nr: 3475246
Amperestr. 2
DE-63225 Langen"
117,118,50.180039,8.53882,"ARAL Station
DKV-Nr: 3475618
Sodener Str. 29
DE-61476 Kronberg
Tel.: 06173 64545"
118,119,50.221738,8.628559,"ARAL Station
DKV-Nr: 0010678
Louisenstr. 146
DE-61348 Bad Homburg vor der Höhe
Tel.: 06172 450201"
119,120,50.193648,8.808814,"ESSO Station
DKV-Nr: 0003869
Oberdorfelder Str. 50
DE-61138 Niederdorfelden
Tel.: 06101 326523255"
120,121,50.138687,8.506637,"FREIE Station
DKV-Nr: 3498507
Königsteiner Str. 11
DE-65812 Bad Soden"
121,122,49.998964,8.731497,"AGIP Station
DKV-Nr: 0006323
Bleiswijker Str. 200
DE-63303 Dreieich
Tel.: 06103 84685"
122,123,50.012665,8.584838,"ESSO Station
DKV-Nr: 0003314
Aschaffenburger Str. 1
DE-64546 Mörfelden-Walldorf
Tel.: 06105 404058"
123,124,50.139997,8.505414,"ARAL Station
DKV-Nr: 3475118
Königsteiner Str. 21
DE-65812 Bad Soden
Tel.: 06196 671777"
124,125,50.140265,8.50507,"ESSO Station
DKV-Nr: 0003688
Königsteiner Str. 25
DE-65812 Bad Soden am Taunus
Tel.: 06196 527737"
125,126,49.991841,8.680908,"ARAL Station
DKV-Nr: 3475701
Frankfurter Str. 19
DE-63225 Langen
Tel.: 0610321524"
126,127,50.088699,8.8640457,"ARAL Station
DKV-Nr: 0010366
Lämmerspieler Str. 50
DE-63179 Obertshausen
Tel.: 06104 71150"
127,128,49.992933,8.652189,"SHELL Station
DKV-Nr: 0004038
Mörfelder Landstr. 27
DE-63225 Langen
Tel.: 06103 71116"
128,129,49.995333,8.730966,"CALPAM Station
DKV-Nr: 0047165
Langener Str. 48
DE-63303 Dreieich
Tel.: 06103 84097"
129,130,50.1739,8.523459,"ARAL Station
DKV-Nr: 3475346
Frankfurter Str. 52 - 54
DE-61476 Kronberg
Tel.: 06173 79124"
130,131,50.2090124,8.5731395,"JET Station
DKV-Nr: 3418347
Hohemarkstr. 41
DE-61440 Oberursel
Tel.: 06171 910199"
131,132,49.9922437,8.6494786,"TotalEnergies Station
DKV-Nr: 0045508
Berliner Allee 12
DE-63225 Langen
Tel.: 06103 71010"
132,133,50.132065,8.866686,"GLOBUS Station
DKV-Nr: 0040093
Industriestr. 6
DE-63477 Maintal
Tel.: 06181 42840"
133,134,50.2214881,8.6072807,"ARAL Station
DKV-Nr: 0010311
Urseler Str. 38
DE-61348 Bad Homburg vor der Höhe
Tel.: 06172 301300"
134,135,50.13201,8.866814,"JET Waschstation
DKV-Nr: 3418568
Am Spitzen Sand 1
DE-63477 Maintal
Tel.: 06181 497121"
135,136,50.22378,8.615541,"ESSO Station
DKV-Nr: 0003358
Hessenring 99 a
DE-61348 Bad Homburg vor der Höhe
Tel.: 06172 26343"
136,137,50.012797,8.793055,"JET Station
DKV-Nr: 3418037
Albert-Einstein-Str. 28 - 30
DE-63322 Rödermark
Tel.: 06074 9171154"
137,138,50.012762,8.793172,"JET Station
DKV-Nr: 3418419
Elisabeth-Selbert-Str. 1
DE-63128 Dietzenbach
Tel.: 06074 374740"
138,139,50.013317,8.794481,"ARAL Station
DKV-Nr: 0070604
Elisabeth-Selbert-Str. 4
DE-63128 Dietzenbach
Tel.: 06074 8511300"
139,140,50.054532,8.51442,"JET Station
DKV-Nr: 3418500
Dr.-Max-Fremery-Str. 15
DE-65451 Kelsterbach
Tel.: 06107 4078857"
140,141,50.22732,8.60544,"OMV Station
DKV-Nr: 0071554
Hindenburgring 40
DE-61348 Bad Homburg vor der Höhe
Tel.: 06172934712"
141,142,50.179097,8.5139,"ESSO Station
DKV-Nr: 3403087
Frankfurter Str. 15
DE-61476 Kronberg im Taunus
Tel.: 06173 922940"
142,143,50.121441,8.481762,"CALPAM Station
DKV-Nr: 0047019
Höchster Str. 2
DE-65835 Liederbach am Taunus
Tel.: 06196 650850"
143,144,50.002588,8.793713,"SHELL Station
DKV-Nr: 3404541
Justus-von-Liebig-Str. 25
DE-63128 Dietzenbach
Tel.: 06074 45099"
144,145,50.224054,8.580553,"HEM Station
DKV-Nr: 0058326
Hans-Mess-Str. 2
DE-61440 Oberursel
Tel.: 06172-1374857"
145,146,50.231967,8.7668242,"ARAL Station
DKV-Nr: 0010000
Homburger Str. 66
DE-61184 Karben
Tel.: 06039 3472"
146,147,50.23089,8.77047,"ACCESS Station
DKV-Nr: 3451321
Homburgstr. 50
DE-61184 Karben
Tel.: 060347707"
147,148,50.069371,8.878584,"ARAL Station
DKV-Nr: 0070223
An der B 448
DE-63110 Rodgau
Tel.: 06104 4657"
148,149,50.088735,8.477599,"TotalEnergies Station
DKV-Nr: 0045098
Frankfurter Str. 92
DE-65830 Kriftel
Tel.: 06192 46296"
149,150,50.237973,8.748749,"SB Station am Supermarkt
DKV-Nr: 0049209
Am Warthweg 1 - 5
DE-61184 Karben"
150,151,49.98034,8.736362,"ARAL Station
DKV-Nr: 3475022
In der Quelle 74
DE-63303 Dreieich
Tel.: 06074 8035221"
151,152,50.00429,8.8129,"OMV Station
DKV-Nr: 0071542
Hauptstr. 89
DE-63322 Rödermark
Tel.: 06074 90585"
152,153,50.200277,8.844286,"CALPAM Station
DKV-Nr: 0047167
Büdesheimer Str. 1
DE-61137 Schöneck
Tel.: 06187 92250"
153,154,50.071867,8.477218,"GLOBUS Station
DKV-Nr: 0040084
Heddingheimer Str. 2 / 4
DE-65795 Hattersheim am Main
Tel.: 06190 9183-591"
154,155,50.11182,8.895943,"AVIA XPRESS Station
DKV-Nr: 3434042
Otto-Hahn-Str. 31
DE-63456 Hanau
Tel.: 0661 83910"
155,156,50.2371395,8.5924942,"ARAL Station
DKV-Nr: 0010441
Saalburgstr. 114
DE-61350 Bad Homburg vor der Höhe
Tel.: 06172 37205"
156,157,50.243074,8.748288,"SHELL Station
DKV-Nr: 0004465
Am Spitzacker 2
DE-61184 Karben
Tel.: 06039 41777"
157,158,50.122552,8.903872,"SHELL Station
DKV-Nr: 0004326
Offenbacher Landstr. 25
DE-63456 Hanau
Tel.: 06181 659810"
158,159,49.983582,8.579335,"TotalEnergies Station
DKV-Nr: 0051152
Industriestr. 19
DE-64546 Mörfelden-Walldorf
Tel.: 06105 21069"
159,160,50.252882,8.635061,"ARAL Station
DKV-Nr: 0010758
Höhenstr. 1
DE-61381 Friedrichsdorf
Tel.: 06172 2663645"
160,161,50.147481,8.901259,"ARAL Station
DKV-Nr: 0070859
Maintaler Str. 20 A
DE-63452 Hanau
Tel.: 06181 9839891"
161,162,50.087934,8.4585571,"ARAL Station
DKV-Nr: 0070903
Zeilsheimer Str. 62
DE-65719 Hofheim am Taunus
Tel.: 06192 6791"
162,163,49.979212,8.581588,"ARAL Station
DKV-Nr: 0010321
Industriestr. 1
DE-64546 Mörfelden-Walldorf
Tel.: 06105 921766"
163,164,50.088446,8.454409,"TotalEnergies Station
DKV-Nr: 0051350
Zeilsheimer Str. 37
DE-65719 Hofheim am Taunus
Tel.: 06192 6776"
164,165,50.1790939,8.4760527,"ARAL Station
DKV-Nr: 3470041
Mammolshainer Weg 1 a
DE-61462 Königstein im Taunus
Tel.: 06174 209242"
165,166,50.12421,8.914112,"JET Station
DKV-Nr: 0018462
Westerburgstr. 7
DE-63450 Hanau
Tel.: 06181 6756519"
166,167,50.1459893,8.908906,"AGIP Station
DKV-Nr: 0006279
Bruchköbeler Landstr. 53
DE-63452 Hanau
Tel.: 06181 81155"
167,168,49.961094,8.671453,"SB Station am Supermarkt
DKV-Nr: 0049214
Kurt-Schuhmacher-Ring 4
DE-63329 Egelsbach"
168,169,50.035694,8.884476,"JET Station
DKV-Nr: 3418186
Weiskircher Str. 126
DE-63110 Rodgau
Tel.: 06106 3750"
169,170,50.034072,8.480871,"SHELL Station
DKV-Nr: 0004798
Mönchhofallee 8
DE-65479 Raunheim
Tel.: 06142 8349951"
170,171,50.138068,8.913194,"ESSO Station
DKV-Nr: 0003645
Kleine Hainstr. 4
DE-63450 Hanau
Tel.: 06181 256619"
171,172,50.180862,8.473086,"ESSO Station
DKV-Nr: 0003284
Frankfurter Str. 21
DE-61462 Königstein im Taunus
Tel.: 06174 1535"
172,173,50.127825,8.917605,"BFT Station
DKV-Nr: 0098930
Brüder-Grimm-Str. 22 - 24
DE-63450 Hanau
Tel.: 06181 24410"
173,174,50.127807,8.91761,"BFT Waschstation
DKV-Nr: 0097613
Brüder-Grimm-Str. 22 - 24
DE-63450 Hanau
Tel.: 06181 923560"
174,175,49.974306,8.7895418,"AGIP Station
DKV-Nr: 0006342
Konrad-Adenauer-Str. 71
DE-63322 Rödermark
Tel.: 06074 861818"
175,176,50.084719,8.447004,"ESSO Station
DKV-Nr: 0003493
Elisabethenstr. 2
DE-65719 Hofheim am Taunus
Tel.: 06192 21088"
176,177,50.10313,8.921574,"STAR Station
DKV-Nr: 0002478
Geleitstr. 33
DE-63456 Hanau
Tel.: 06181 60474"
177,178,50.055479,8.906388,"SHELL Station
Weiskirchen Süd
DKV-Nr: 3404685
A 3
DE-63110 Rodgau
Tel.: 06182 95840"
178,179,50.129673,8.921827,"ARAL Station
DKV-Nr: 0071437
Friedrich-Ebert-Anlage 7
DE-63450 Hanau
Tel.: 06181 9698409"
179,180,50.055489,8.910438,"SHELL Station
Weiskirchen Nord
DKV-Nr: 0004647
A 3
DE-63110 Rodgau
Tel.: 06182 68041"
180,181,49.982732,8.823751,"SHELL Station
DKV-Nr: 0004406
Frankfurter Str. 70
DE-63322 Rödermark
Tel.: 06074 2112381"
181,182,50.120413,8.927105,"HEM Station
DKV-Nr: 0058050
Auheimer Str. 12
DE-63450 Hanau
Tel.: 06181 6751266"
182,183,50.057478,8.449894,"ESSO Station
Weilbach Nord
DKV-Nr: 0003596
A 66
DE-65439 Flörsheim
Tel.: 06190 4057/2432"
183,184,50.05665,8.450332,"ESSO Station
Weilbach Süd
DKV-Nr: 0003597
A 66
DE-65439 Flörsheim
Tel.: 06190 5481/2432"
184,185,50.11655,8.928897,"TotalEnergies Station
DKV-Nr: 0051286
Rodgaustr. 6
DE-63457 Hanau
Tel.: 06181 399572"
185,186,50.034172,8.464527,"ESSO Station
DKV-Nr: 3403017
Flörsheimer Str. 21
DE-65795 Hattersheim
Tel.: 06145 5907838"
186,187,49.972864,8.553742,"ELAN Station
DKV-Nr: 0051200
Rüsselsheimer Str. 60
DE-64546 Mörfelden-Walldorf
Tel.: 06105 21054"
