,Number,Latitude,Longitude,Address
37,38,50.683185,7.075683,"WESTFALEN Station
DKV-Nr: 0096022
Reichsstr. 3
DE-53125 Bonn
Tel.: 0228 9180695"
38,39,50.753964,7.013574,"PM24 Station
DKV-Nr: 0050501
Güterbahnhofstr. 3
DE-53332 Bornheim
Tel.: 02401 919946"
39,40,50.69468,7.161562,"TotalEnergies Station
DKV-Nr: 0045101
Ubierstr. 8
DE-53173 Bonn
Tel.: 0228 363298"
40,41,50.79555,7.120889,"BFT Station
DKV-Nr: 0092060
Im Kirchtal 16
DE-53844 Troisdorf
Tel.: 02241 41136"
41,42,50.7563861,7.0084562,"TotalEnergies Station
DKV-Nr: 3445354
Bonner Str. 71
DE-53332 Bornheim
Tel.: 02222 9890200"
42,43,50.70311,7.175993,"ARAL Station
DKV-Nr: 0010975
Im Mühlenbruch 2
DE-53639 Königswinter
Tel.: 02223 298229"
43,44,50.783348,7.168638,"BFT Station
DKV-Nr: 0092010
Siegstr. 143
DE-53757 Sankt Augustin
Tel.: 02241 311650"
44,45,50.797927,7.052295,"HIT Station
DKV-Nr: 0073027
Marktstr. 109
DE-53859 Niederkassel
Tel.: 02241911071"
45,46,50.772568,7.189195,"BFT Station
DKV-Nr: 0092020
Hennefer Str. 42
DE-53757 Sankt Augustin"
46,47,50.772568,7.1892,"BFT Station
DKV-Nr: 0092040
Hennefer Str. 19 a
DE-53757 Sankt Augustin
Tel.: 02241 9440273"
47,48,50.793739,7.165988,"STAR Station
DKV-Nr: 0002155
Siegstr. 2 B
DE-53757 Sankt Augustin
Tel.: 02241 / 311841"
48,49,50.778511,7.19097,"ARAL Station
DKV-Nr: 0070958
Bonner Str. 134
DE-53757 Sankt Augustin
Tel.: 02241 203231"
49,50,50.791769,7.023134,"ED Station
DKV-Nr: 0068071
Kölner Landstr. 67
DE-53332 Bornheim
Tel.: 02236 2770"
50,51,50.80707,7.130159,"SHELL Station
DKV-Nr: 0004046
Larstr. 2 a
DE-53844 Troisdorf
Tel.: 02241 404598"
51,52,50.677592,7.168499,"ARAL Station
DKV-Nr: 3470011
Koblenzer Str. 171
DE-53177 Bonn
Tel.: 0228 333097"
52,53,50.681253,7.017984,"AVIA Station
DKV-Nr: 0060066
Hauptstr. 521
DE-53347 Alfter
Tel.: 0214 52005"
53,54,50.811928,7.123094,"HIT Station
DKV-Nr: 0073011
Spicher Str. 101
DE-53844 Troisdorf
Tel.: 02241 47385"
54,55,50.676412,7.170618,"FREIE Station
DKV-Nr: 0051158
Koblenzer Str. 195
DE-53177 Bonn
Tel.: 0228 332515"
55,56,50.80966,7.038712,"MUNDORF Station
DKV-Nr: 0073030
Hauptstr. 1
DE-53859 Niederkassel
Tel.: 02208 4516"
56,57,50.762322,6.975718,"TotalEnergies Station
DKV-Nr: 3445350
Am Hellenkreuz 1
DE-53332 Bornheim
Tel.: 02222 9891379"
57,58,50.748435,7.225796,"MUNDORF Station
DKV-Nr: 0073024
Pleistalstr. 231
DE-53757 Sankt Augustin
Tel.: 02241 335204"
58,59,50.810172,7.157593,"ARAL Station
DKV-Nr: 0010724
Moselstr. 2
DE-53842 Troisdorf
Tel.: 02241 809276"
59,60,50.818968,7.113331,"MUNDORF Station
DKV-Nr: 0073013
Echternacher Str. 2
DE-53842 Troisdorf
Tel.: 02241 493580"
60,61,50.818242,7.123856,"TP24Automat
DKV-Nr: 0081121
Otto-Hahn-Str. 1
DE-53842 Troisdorf"
61,62,50.671989,7.178395,"ESSO Station
DKV-Nr: 0003263
Mainzer Str. 3
DE-53179 Bonn
Tel.: 0228 93399290"
62,63,50.791417,7.20458,"ARAL Station
DKV-Nr: 3475596
Bonner Str. 32
DE-53721 Siegburg
Tel.: 02241 62409"
63,64,50.8189487,7.1437078,"ARAL Station
DKV-Nr: 0070462
Mülheimer Str. 15
DE-53840 Troisdorf
Tel.: 02241 809505"
64,65,50.664356,7.175671,"STAR Station
DKV-Nr: 0002138
Ellesdorfer Str. 28
DE-53179 Bonn
Tel.: 0228-345222"
65,66,50.7923579,7.2073225,"SHELL Station
DKV-Nr: 0004554
Kaiser-Wilhelm-Platz 16
DE-53721 Siegburg
Tel.: 02241 53222"
